year,areakm,municipality,geocode_ibge,state
2003,0.8502954083577865,Davinópolis,2103752,Maranhão
2004,0.8502954083577865,Davinópolis,2103752,Maranhão
2005,4.147930349567585,Davinópolis,2103752,Maranhão
2006,4.147930349567585,Davinópolis,2103752,Maranhão
2007,6.731127984326623,Davinópolis,2103752,Maranhão
2008,6.731127984326623,Davinópolis,2103752,Maranhão
2009,1.023765241500162,Davinópolis,2103752,Maranhão
2010,1.023765241500162,Davinópolis,2103752,Maranhão
2011,0.8175688147997666,Davinópolis,2103752,Maranhão
2012,0.8175688147997666,Davinópolis,2103752,Maranhão
2013,0,Davinópolis,2103752,Maranhão
2014,1.0142719845132548,Davinópolis,2103752,Maranhão
2015,0.5912104180229872,Davinópolis,2103752,Maranhão
2016,0.8491991332434927,Davinópolis,2103752,Maranhão
2017,0.5272814368979352,Davinópolis,2103752,Maranhão
2018,0.9440402640343819,Davinópolis,2103752,Maranhão
2019,0.5504774328254063,Davinópolis,2103752,Maranhão
2020,0.6892997945664552,Davinópolis,2103752,Maranhão
2021,0.5494143918394507,Davinópolis,2103752,Maranhão
2022,0.679892862797266,Davinópolis,2103752,Maranhão
2023,0.42616841296746705,Davinópolis,2103752,Maranhão
2000,221.62756609046818,Dom Pedro,2103802,Maranhão
2001,5.430101908720637,Dom Pedro,2103802,Maranhão
2002,5.430101908720637,Dom Pedro,2103802,Maranhão
2003,14.605418932519358,Dom Pedro,2103802,Maranhão
2004,14.605418932519358,Dom Pedro,2103802,Maranhão
2005,9.709794721301972,Dom Pedro,2103802,Maranhão
2006,9.709794721301972,Dom Pedro,2103802,Maranhão
2007,8.159538386469283,Dom Pedro,2103802,Maranhão
2008,8.159538386469283,Dom Pedro,2103802,Maranhão
2009,3.2853864968561886,Dom Pedro,2103802,Maranhão
2010,3.2853864968561886,Dom Pedro,2103802,Maranhão
2011,2.619145278303697,Dom Pedro,2103802,Maranhão
2012,2.619145278303697,Dom Pedro,2103802,Maranhão
2013,0.591339351504376,Dom Pedro,2103802,Maranhão
2014,0.7898833416708481,Dom Pedro,2103802,Maranhão
2015,0.7094737342954166,Dom Pedro,2103802,Maranhão
2016,2.7040330540356963,Dom Pedro,2103802,Maranhão
2017,0.7264062171880153,Dom Pedro,2103802,Maranhão
2018,0.6605439701530011,Dom Pedro,2103802,Maranhão
2019,1.3944971401457387,Dom Pedro,2103802,Maranhão
2020,0.6083949258303113,Dom Pedro,2103802,Maranhão
2021,1.2461261184392798,Dom Pedro,2103802,Maranhão
2022,0.8677250620139976,Dom Pedro,2103802,Maranhão
2023,0.5694415656977917,Dom Pedro,2103802,Maranhão
2000,23.30093020020921,Duque Bacelar,2103901,Maranhão
2001,3.3422269835363956,Duque Bacelar,2103901,Maranhão
2002,3.3422269835363956,Duque Bacelar,2103901,Maranhão
2003,9.958995736293206,Duque Bacelar,2103901,Maranhão
2004,9.958995736293206,Duque Bacelar,2103901,Maranhão
2005,6.404798698385309,Duque Bacelar,2103901,Maranhão
2006,6.404798698385309,Duque Bacelar,2103901,Maranhão
2007,4.294432674484196,Duque Bacelar,2103901,Maranhão
2008,4.294432674484196,Duque Bacelar,2103901,Maranhão
2009,7.743545483502238,Duque Bacelar,2103901,Maranhão
2010,7.743545483502238,Duque Bacelar,2103901,Maranhão
2011,2.4763387376159005,Duque Bacelar,2103901,Maranhão
2012,2.4763387376159005,Duque Bacelar,2103901,Maranhão
2013,0.2447171796806536,Duque Bacelar,2103901,Maranhão
2014,3.589699468724611,Duque Bacelar,2103901,Maranhão
2015,0.9791987654441424,Duque Bacelar,2103901,Maranhão
2016,1.6244432774323547,Duque Bacelar,2103901,Maranhão
2017,2.3707213629893378,Duque Bacelar,2103901,Maranhão
2018,2.296677426176563,Duque Bacelar,2103901,Maranhão
2019,2.1578458261522258,Duque Bacelar,2103901,Maranhão
2020,1.2792928458591648,Duque Bacelar,2103901,Maranhão
2021,2.072302274908141,Duque Bacelar,2103901,Maranhão
2022,2.60361208412151,Duque Bacelar,2103901,Maranhão
2023,2.5197133943912933,Duque Bacelar,2103901,Maranhão
2000,479.86186306741445,Esperantinópolis,2104008,Maranhão
2001,0,Esperantinópolis,2104008,Maranhão
2002,0,Esperantinópolis,2104008,Maranhão
2003,0,Esperantinópolis,2104008,Maranhão
2004,0,Esperantinópolis,2104008,Maranhão
2005,0,Esperantinópolis,2104008,Maranhão
2006,0,Esperantinópolis,2104008,Maranhão
2007,0.664830724074702,Esperantinópolis,2104008,Maranhão
2008,0.664830724074702,Esperantinópolis,2104008,Maranhão
2009,0.020856839019672946,Esperantinópolis,2104008,Maranhão
2010,0.020856839019672946,Esperantinópolis,2104008,Maranhão
2011,0.0057689107909183945,Esperantinópolis,2104008,Maranhão
2012,0.0057689107909183945,Esperantinópolis,2104008,Maranhão
2013,0,Esperantinópolis,2104008,Maranhão
2014,0,Esperantinópolis,2104008,Maranhão
2015,0,Esperantinópolis,2104008,Maranhão
2016,0,Esperantinópolis,2104008,Maranhão
2017,0,Esperantinópolis,2104008,Maranhão
2018,0,Esperantinópolis,2104008,Maranhão
2019,0,Esperantinópolis,2104008,Maranhão
2020,0,Esperantinópolis,2104008,Maranhão
2021,0,Esperantinópolis,2104008,Maranhão
2022,0,Esperantinópolis,2104008,Maranhão
2023,0,Esperantinópolis,2104008,Maranhão
2000,516.4764776766666,Estreito,2104057,Maranhão
2001,48.24085414610066,Estreito,2104057,Maranhão
2002,48.24085414610066,Estreito,2104057,Maranhão
2003,41.34079909671041,Estreito,2104057,Maranhão
2004,41.34079909671041,Estreito,2104057,Maranhão
2005,62.352950148666096,Estreito,2104057,Maranhão
2006,62.352950148666096,Estreito,2104057,Maranhão
2007,24.23035939146397,Estreito,2104057,Maranhão
2008,24.23035939146397,Estreito,2104057,Maranhão
2009,21.597206612340024,Estreito,2104057,Maranhão
2010,21.597206612340024,Estreito,2104057,Maranhão
2011,47.6442161854428,Estreito,2104057,Maranhão
2012,47.6442161854428,Estreito,2104057,Maranhão
2013,33.245473976724156,Estreito,2104057,Maranhão
2014,29.522297769653324,Estreito,2104057,Maranhão
2015,61.82586855325214,Estreito,2104057,Maranhão
2016,25.094981958615016,Estreito,2104057,Maranhão
2017,28.70666178032445,Estreito,2104057,Maranhão
2018,20.76631850540278,Estreito,2104057,Maranhão
2019,24.210591513696563,Estreito,2104057,Maranhão
2020,30.8794607722863,Estreito,2104057,Maranhão
2021,25.68916690558162,Estreito,2104057,Maranhão
2022,28.164142763665232,Estreito,2104057,Maranhão
2023,41.798570507061406,Estreito,2104057,Maranhão
2000,214.8356152414123,Feira Nova do Maranhão,2104073,Maranhão
2001,24.24835358511561,Feira Nova do Maranhão,2104073,Maranhão
2002,24.24835358511561,Feira Nova do Maranhão,2104073,Maranhão
2003,46.6956562481531,Feira Nova do Maranhão,2104073,Maranhão
2004,46.6956562481531,Feira Nova do Maranhão,2104073,Maranhão
2005,20.88399529842107,Feira Nova do Maranhão,2104073,Maranhão
2006,20.88399529842107,Feira Nova do Maranhão,2104073,Maranhão
2007,22.944231347316983,Feira Nova do Maranhão,2104073,Maranhão
2008,22.944231347316983,Feira Nova do Maranhão,2104073,Maranhão
2009,9.206720796260838,Feira Nova do Maranhão,2104073,Maranhão
2010,9.206720796260838,Feira Nova do Maranhão,2104073,Maranhão
2011,23.782105250027588,Feira Nova do Maranhão,2104073,Maranhão
2012,23.782105250027588,Feira Nova do Maranhão,2104073,Maranhão
2013,19.729069741533902,Feira Nova do Maranhão,2104073,Maranhão
2014,20.114202006500715,Feira Nova do Maranhão,2104073,Maranhão
2015,18.594263604510697,Feira Nova do Maranhão,2104073,Maranhão
2016,14.398741349492902,Feira Nova do Maranhão,2104073,Maranhão
2017,16.667136837376294,Feira Nova do Maranhão,2104073,Maranhão
2018,18.634700111241575,Feira Nova do Maranhão,2104073,Maranhão
2019,11.35946069530197,Feira Nova do Maranhão,2104073,Maranhão
2020,11.866504671853217,Feira Nova do Maranhão,2104073,Maranhão
2021,16.65166761541113,Feira Nova do Maranhão,2104073,Maranhão
2022,13.353754491052355,Feira Nova do Maranhão,2104073,Maranhão
2023,21.03765886037844,Feira Nova do Maranhão,2104073,Maranhão
2000,80.58931522319295,Fernando Falcão,2104081,Maranhão
2001,8.757515727692448,Fernando Falcão,2104081,Maranhão
2002,8.757515727692448,Fernando Falcão,2104081,Maranhão
2003,8.934290441952106,Fernando Falcão,2104081,Maranhão
2004,8.934290441952106,Fernando Falcão,2104081,Maranhão
2005,16.994346269585066,Fernando Falcão,2104081,Maranhão
2006,16.994346269585066,Fernando Falcão,2104081,Maranhão
2007,23.126829698201114,Fernando Falcão,2104081,Maranhão
2008,23.126829698201114,Fernando Falcão,2104081,Maranhão
2009,27.936270028111835,Fernando Falcão,2104081,Maranhão
2010,27.936270028111835,Fernando Falcão,2104081,Maranhão
2011,8.488756288783897,Fernando Falcão,2104081,Maranhão
2012,8.488756288783897,Fernando Falcão,2104081,Maranhão
2013,23.292634952475815,Fernando Falcão,2104081,Maranhão
2014,23.638606365033457,Fernando Falcão,2104081,Maranhão
2015,30.524310717739937,Fernando Falcão,2104081,Maranhão
2016,6.919840387677944,Fernando Falcão,2104081,Maranhão
2017,29.664180278690452,Fernando Falcão,2104081,Maranhão
2018,19.671054932952895,Fernando Falcão,2104081,Maranhão
2019,19.332659246018007,Fernando Falcão,2104081,Maranhão
2020,17.54270980058258,Fernando Falcão,2104081,Maranhão
2021,25.72010639663887,Fernando Falcão,2104081,Maranhão
2022,44.34690716535786,Fernando Falcão,2104081,Maranhão
2023,59.36923085639599,Fernando Falcão,2104081,Maranhão
2000,344.66338853485695,Formosa da Serra Negra,2104099,Maranhão
2001,44.661034988279944,Formosa da Serra Negra,2104099,Maranhão
2002,44.661034988279944,Formosa da Serra Negra,2104099,Maranhão
2003,53.46633986256535,Formosa da Serra Negra,2104099,Maranhão
2004,53.46633986256535,Formosa da Serra Negra,2104099,Maranhão
2005,33.09400069531814,Formosa da Serra Negra,2104099,Maranhão
2006,33.09400069531814,Formosa da Serra Negra,2104099,Maranhão
2007,54.835082547968696,Formosa da Serra Negra,2104099,Maranhão
2008,54.835082547968696,Formosa da Serra Negra,2104099,Maranhão
2009,31.125121887164216,Formosa da Serra Negra,2104099,Maranhão
2010,31.125121887164216,Formosa da Serra Negra,2104099,Maranhão
2011,42.332333622007916,Formosa da Serra Negra,2104099,Maranhão
2012,42.332333622007916,Formosa da Serra Negra,2104099,Maranhão
2013,64.47003473851811,Formosa da Serra Negra,2104099,Maranhão
2014,56.79481290899744,Formosa da Serra Negra,2104099,Maranhão
2015,56.89091547889529,Formosa da Serra Negra,2104099,Maranhão
2016,43.544154533354394,Formosa da Serra Negra,2104099,Maranhão
2017,41.98456997028266,Formosa da Serra Negra,2104099,Maranhão
2018,32.927709944703935,Formosa da Serra Negra,2104099,Maranhão
2019,55.59322812202102,Formosa da Serra Negra,2104099,Maranhão
2020,32.9442839631655,Formosa da Serra Negra,2104099,Maranhão
2021,70.86682341510279,Formosa da Serra Negra,2104099,Maranhão
2022,56.640380356609285,Formosa da Serra Negra,2104099,Maranhão
2023,41.2054296323451,Formosa da Serra Negra,2104099,Maranhão
2000,317.45689833410444,Fortaleza dos Nogueiras,2104107,Maranhão
2001,25.594828449917035,Fortaleza dos Nogueiras,2104107,Maranhão
2002,25.594828449917035,Fortaleza dos Nogueiras,2104107,Maranhão
2003,44.121617524868256,Fortaleza dos Nogueiras,2104107,Maranhão
2004,44.121617524868256,Fortaleza dos Nogueiras,2104107,Maranhão
2005,18.665311900545852,Fortaleza dos Nogueiras,2104107,Maranhão
2006,18.665311900545852,Fortaleza dos Nogueiras,2104107,Maranhão
2007,17.115248063769116,Fortaleza dos Nogueiras,2104107,Maranhão
2008,17.115248063769116,Fortaleza dos Nogueiras,2104107,Maranhão
2009,7.3700017216550275,Fortaleza dos Nogueiras,2104107,Maranhão
2010,7.3700017216550275,Fortaleza dos Nogueiras,2104107,Maranhão
2011,15.890215834219124,Fortaleza dos Nogueiras,2104107,Maranhão
2012,15.890215834219124,Fortaleza dos Nogueiras,2104107,Maranhão
2013,22.8310865453389,Fortaleza dos Nogueiras,2104107,Maranhão
2014,21.226370030241718,Fortaleza dos Nogueiras,2104107,Maranhão
2015,18.59268606583165,Fortaleza dos Nogueiras,2104107,Maranhão
2016,21.365050327212924,Fortaleza dos Nogueiras,2104107,Maranhão
2017,23.120140494490848,Fortaleza dos Nogueiras,2104107,Maranhão
2018,23.14575367367898,Fortaleza dos Nogueiras,2104107,Maranhão
2019,16.75799967305311,Fortaleza dos Nogueiras,2104107,Maranhão
2020,18.384618307079627,Fortaleza dos Nogueiras,2104107,Maranhão
2021,35.165190639567165,Fortaleza dos Nogueiras,2104107,Maranhão
2022,23.325597799797784,Fortaleza dos Nogueiras,2104107,Maranhão
2023,24.187852598364447,Fortaleza dos Nogueiras,2104107,Maranhão
2000,178.01015465163727,Fortuna,2104206,Maranhão
2001,12.509225537634517,Fortuna,2104206,Maranhão
2002,12.509225537634517,Fortuna,2104206,Maranhão
2003,22.887442886961068,Fortuna,2104206,Maranhão
2004,22.887442886961068,Fortuna,2104206,Maranhão
2005,16.461963617939478,Fortuna,2104206,Maranhão
2006,16.461963617939478,Fortuna,2104206,Maranhão
2007,31.80904327350129,Fortuna,2104206,Maranhão
2008,31.80904327350129,Fortuna,2104206,Maranhão
2009,11.114318369226304,Fortuna,2104206,Maranhão
2010,11.114318369226304,Fortuna,2104206,Maranhão
2011,5.724185625102897,Fortuna,2104206,Maranhão
2012,5.724185625102897,Fortuna,2104206,Maranhão
2013,10.91916666952539,Fortuna,2104206,Maranhão
2014,12.07750518565758,Fortuna,2104206,Maranhão
2015,9.21257693712059,Fortuna,2104206,Maranhão
2016,10.155882780746966,Fortuna,2104206,Maranhão
2017,9.24908247300922,Fortuna,2104206,Maranhão
2018,9.622608435957533,Fortuna,2104206,Maranhão
2019,12.805631343982482,Fortuna,2104206,Maranhão
2020,11.257793704725012,Fortuna,2104206,Maranhão
2021,18.561616316554154,Fortuna,2104206,Maranhão
2022,15.335328351318273,Fortuna,2104206,Maranhão
2023,10.631146435247164,Fortuna,2104206,Maranhão
2000,381.7127858849755,Gonçalves Dias,2104404,Maranhão
2001,8.26718447977716,Gonçalves Dias,2104404,Maranhão
2002,8.26718447977716,Gonçalves Dias,2104404,Maranhão
2003,36.66666967337551,Gonçalves Dias,2104404,Maranhão
2004,36.66666967337551,Gonçalves Dias,2104404,Maranhão
2005,20.02514497494551,Gonçalves Dias,2104404,Maranhão
2006,20.02514497494551,Gonçalves Dias,2104404,Maranhão
2007,24.260420989525016,Gonçalves Dias,2104404,Maranhão
2008,24.260420989525016,Gonçalves Dias,2104404,Maranhão
2009,11.605292018402363,Gonçalves Dias,2104404,Maranhão
2010,11.605292018402363,Gonçalves Dias,2104404,Maranhão
2011,15.086875222067789,Gonçalves Dias,2104404,Maranhão
2012,15.086875222067789,Gonçalves Dias,2104404,Maranhão
2013,13.963455998146165,Gonçalves Dias,2104404,Maranhão
2014,7.780573780380726,Gonçalves Dias,2104404,Maranhão
2015,9.321904314303183,Gonçalves Dias,2104404,Maranhão
2016,7.097323143283699,Gonçalves Dias,2104404,Maranhão
2017,10.53679707096996,Gonçalves Dias,2104404,Maranhão
2018,9.861686663280405,Gonçalves Dias,2104404,Maranhão
2019,9.927159769599237,Gonçalves Dias,2104404,Maranhão
2020,8.871039469416388,Gonçalves Dias,2104404,Maranhão
2021,11.28381230496906,Gonçalves Dias,2104404,Maranhão
2022,7.7125038046796215,Gonçalves Dias,2104404,Maranhão
2023,6.1021022103594635,Gonçalves Dias,2104404,Maranhão
2000,312.0995004796779,Governador Archer,2104503,Maranhão
2001,4.042957407349492,Governador Archer,2104503,Maranhão
2002,4.042957407349492,Governador Archer,2104503,Maranhão
2003,8.856868883546404,Governador Archer,2104503,Maranhão
2004,8.856868883546404,Governador Archer,2104503,Maranhão
2005,3.731345699094678,Governador Archer,2104503,Maranhão
2006,3.731345699094678,Governador Archer,2104503,Maranhão
2007,6.294513198909593,Governador Archer,2104503,Maranhão
2008,6.294513198909593,Governador Archer,2104503,Maranhão
2009,2.1899841450637005,Governador Archer,2104503,Maranhão
2010,2.1899841450637005,Governador Archer,2104503,Maranhão
2011,1.1831367731139786,Governador Archer,2104503,Maranhão
2012,1.1831367731139786,Governador Archer,2104503,Maranhão
2013,0.8618883670361609,Governador Archer,2104503,Maranhão
2014,0.9347928836048347,Governador Archer,2104503,Maranhão
2015,1.0352466309018635,Governador Archer,2104503,Maranhão
2016,5.1204538737812655,Governador Archer,2104503,Maranhão
2017,1.4366365622957196,Governador Archer,2104503,Maranhão
2018,0.8948068959833594,Governador Archer,2104503,Maranhão
2019,1.49342710956845,Governador Archer,2104503,Maranhão
2020,1.2193692633333395,Governador Archer,2104503,Maranhão
2021,3.3448969987087414,Governador Archer,2104503,Maranhão
2022,0.6603294399656343,Governador Archer,2104503,Maranhão
2023,2.684267480278289,Governador Archer,2104503,Maranhão
2000,353.31439089121807,Governador Edison Lobão,2104552,Maranhão
2001,9.277431878494403,Governador Edison Lobão,2104552,Maranhão
2002,9.277431878494403,Governador Edison Lobão,2104552,Maranhão
2003,7.21370500363547,Governador Edison Lobão,2104552,Maranhão
2004,7.21370500363547,Governador Edison Lobão,2104552,Maranhão
2005,7.166362403332148,Governador Edison Lobão,2104552,Maranhão
2006,7.166362403332148,Governador Edison Lobão,2104552,Maranhão
2007,7.511316663968515,Governador Edison Lobão,2104552,Maranhão
2008,7.511316663968515,Governador Edison Lobão,2104552,Maranhão
2009,3.376795328017911,Governador Edison Lobão,2104552,Maranhão
2010,3.376795328017911,Governador Edison Lobão,2104552,Maranhão
2011,4.837002853689599,Governador Edison Lobão,2104552,Maranhão
2012,4.837002853689599,Governador Edison Lobão,2104552,Maranhão
2013,4.434212612691597,Governador Edison Lobão,2104552,Maranhão
2014,2.626309024045603,Governador Edison Lobão,2104552,Maranhão
2015,5.089057726362269,Governador Edison Lobão,2104552,Maranhão
2016,2.3728802526773567,Governador Edison Lobão,2104552,Maranhão
2017,1.7358582404587615,Governador Edison Lobão,2104552,Maranhão
2018,2.0937248027404696,Governador Edison Lobão,2104552,Maranhão
2019,3.0961410129299907,Governador Edison Lobão,2104552,Maranhão
2020,1.8553576928422877,Governador Edison Lobão,2104552,Maranhão
2021,3.5490214729959684,Governador Edison Lobão,2104552,Maranhão
2022,2.687510223821186,Governador Edison Lobão,2104552,Maranhão
2023,2.8284035770768985,Governador Edison Lobão,2104552,Maranhão
2000,169.18228975701493,Governador Eugênio Barros,2104602,Maranhão
2001,19.73586742781828,Governador Eugênio Barros,2104602,Maranhão
2002,19.73586742781828,Governador Eugênio Barros,2104602,Maranhão
2003,33.59678334394252,Governador Eugênio Barros,2104602,Maranhão
2004,33.59678334394252,Governador Eugênio Barros,2104602,Maranhão
2005,34.3752960644356,Governador Eugênio Barros,2104602,Maranhão
2006,34.3752960644356,Governador Eugênio Barros,2104602,Maranhão
2007,30.575170837402933,Governador Eugênio Barros,2104602,Maranhão
2008,30.575170837402933,Governador Eugênio Barros,2104602,Maranhão
2009,10.456261108871113,Governador Eugênio Barros,2104602,Maranhão
2010,10.456261108871113,Governador Eugênio Barros,2104602,Maranhão
2011,13.789171134758607,Governador Eugênio Barros,2104602,Maranhão
2012,13.789171134758607,Governador Eugênio Barros,2104602,Maranhão
2013,15.33603292458466,Governador Eugênio Barros,2104602,Maranhão
2014,10.921713436097095,Governador Eugênio Barros,2104602,Maranhão
2015,9.890188586570376,Governador Eugênio Barros,2104602,Maranhão
2016,7.5780331592431285,Governador Eugênio Barros,2104602,Maranhão
2017,8.724347746620156,Governador Eugênio Barros,2104602,Maranhão
2018,11.829844381586858,Governador Eugênio Barros,2104602,Maranhão
2019,13.327122356382146,Governador Eugênio Barros,2104602,Maranhão
2020,6.9133105778009485,Governador Eugênio Barros,2104602,Maranhão
2021,20.17182137862166,Governador Eugênio Barros,2104602,Maranhão
2022,7.721566004152305,Governador Eugênio Barros,2104602,Maranhão
2023,9.421321571316764,Governador Eugênio Barros,2104602,Maranhão
2000,64.51339152800692,Governador Luiz Rocha,2104628,Maranhão
2001,8.207865261628942,Governador Luiz Rocha,2104628,Maranhão
2002,8.207865261628942,Governador Luiz Rocha,2104628,Maranhão
2003,14.100898763099904,Governador Luiz Rocha,2104628,Maranhão
2004,14.100898763099904,Governador Luiz Rocha,2104628,Maranhão
2005,15.005331724521868,Governador Luiz Rocha,2104628,Maranhão
2006,15.005331724521868,Governador Luiz Rocha,2104628,Maranhão
2007,18.44759433261803,Governador Luiz Rocha,2104628,Maranhão
2008,18.44759433261803,Governador Luiz Rocha,2104628,Maranhão
2009,8.778904345832242,Governador Luiz Rocha,2104628,Maranhão
2010,8.778904345832242,Governador Luiz Rocha,2104628,Maranhão
2011,6.698272219090041,Governador Luiz Rocha,2104628,Maranhão
2012,6.698272219090041,Governador Luiz Rocha,2104628,Maranhão
2013,7.830613362563215,Governador Luiz Rocha,2104628,Maranhão
2014,10.245871109495864,Governador Luiz Rocha,2104628,Maranhão
2015,6.045818744422871,Governador Luiz Rocha,2104628,Maranhão
2016,3.7495877800030697,Governador Luiz Rocha,2104628,Maranhão
2017,5.617369160983097,Governador Luiz Rocha,2104628,Maranhão
2018,6.275408967156828,Governador Luiz Rocha,2104628,Maranhão
2019,8.445182909385782,Governador Luiz Rocha,2104628,Maranhão
2020,7.380658637897068,Governador Luiz Rocha,2104628,Maranhão
2021,15.003475956384122,Governador Luiz Rocha,2104628,Maranhão
2022,5.821907877987835,Governador Luiz Rocha,2104628,Maranhão
2023,6.169413423033889,Governador Luiz Rocha,2104628,Maranhão
2000,1213.2627462618336,Grajaú,2104800,Maranhão
2001,128.59704022923123,Grajaú,2104800,Maranhão
2002,128.59704022923123,Grajaú,2104800,Maranhão
2003,82.09660532211244,Grajaú,2104800,Maranhão
2004,82.09660532211244,Grajaú,2104800,Maranhão
2005,113.61331610717897,Grajaú,2104800,Maranhão
2006,113.61331610717897,Grajaú,2104800,Maranhão
2007,207.89914437897684,Grajaú,2104800,Maranhão
2008,207.89914437897684,Grajaú,2104800,Maranhão
2009,122.99175569602603,Grajaú,2104800,Maranhão
2010,122.99175569602603,Grajaú,2104800,Maranhão
2011,116.58448194747372,Grajaú,2104800,Maranhão
2012,116.58448194747372,Grajaú,2104800,Maranhão
2013,181.31029581195259,Grajaú,2104800,Maranhão
2014,130.92815900685125,Grajaú,2104800,Maranhão
2015,71.77843287991192,Grajaú,2104800,Maranhão
2016,75.53242570130577,Grajaú,2104800,Maranhão
2017,44.10645059745312,Grajaú,2104800,Maranhão
2018,66.41135719464388,Grajaú,2104800,Maranhão
2019,61.923511423108636,Grajaú,2104800,Maranhão
2020,65.48132662507602,Grajaú,2104800,Maranhão
2021,97.16362644229089,Grajaú,2104800,Maranhão
2022,114.72386335821862,Grajaú,2104800,Maranhão
2023,116.56147603965033,Grajaú,2104800,Maranhão
2000,111.8393080298598,Graça Aranha,2104701,Maranhão
2001,7.4993053619288785,Graça Aranha,2104701,Maranhão
2002,7.4993053619288785,Graça Aranha,2104701,Maranhão
2003,15.435781220438136,Graça Aranha,2104701,Maranhão
2004,15.435781220438136,Graça Aranha,2104701,Maranhão
2005,6.971904632636816,Graça Aranha,2104701,Maranhão
2006,6.971904632636816,Graça Aranha,2104701,Maranhão
2007,10.833947669673416,Graça Aranha,2104701,Maranhão
2008,10.833947669673416,Graça Aranha,2104701,Maranhão
2009,3.8075788752375987,Graça Aranha,2104701,Maranhão
2010,3.8075788752375987,Graça Aranha,2104701,Maranhão
2011,4.373186206976688,Graça Aranha,2104701,Maranhão
2012,4.373186206976688,Graça Aranha,2104701,Maranhão
2013,1.9146533569608617,Graça Aranha,2104701,Maranhão
2014,2.213322929682901,Graça Aranha,2104701,Maranhão
2015,1.3170643142261462,Graça Aranha,2104701,Maranhão
2016,1.0381060549116177,Graça Aranha,2104701,Maranhão
2017,1.2723120112856405,Graça Aranha,2104701,Maranhão
2018,4.407870808475352,Graça Aranha,2104701,Maranhão
2019,2.1778758630677673,Graça Aranha,2104701,Maranhão
2020,1.1804311060022779,Graça Aranha,2104701,Maranhão
2021,1.2750024496143868,Graça Aranha,2104701,Maranhão
2022,0.8793603866433504,Graça Aranha,2104701,Maranhão
2023,1.8449940992132783,Graça Aranha,2104701,Maranhão
2000,29.089293389287988,Humberto de Campos,2105005,Maranhão
2001,2.307873787317169,Humberto de Campos,2105005,Maranhão
2002,2.307873787317169,Humberto de Campos,2105005,Maranhão
2003,6.131721370708105,Humberto de Campos,2105005,Maranhão
2004,6.131721370708105,Humberto de Campos,2105005,Maranhão
2005,7.5495345898610315,Humberto de Campos,2105005,Maranhão
2006,7.5495345898610315,Humberto de Campos,2105005,Maranhão
2007,7.587159861316328,Humberto de Campos,2105005,Maranhão
2008,7.587159861316328,Humberto de Campos,2105005,Maranhão
2009,8.52119573985212,Humberto de Campos,2105005,Maranhão
2010,8.52119573985212,Humberto de Campos,2105005,Maranhão
2011,3.1920650517718627,Humberto de Campos,2105005,Maranhão
2012,3.1920650517718627,Humberto de Campos,2105005,Maranhão
2013,0.12419031466039526,Humberto de Campos,2105005,Maranhão
2014,8.100205149419363,Humberto de Campos,2105005,Maranhão
2015,2.7606449853191357,Humberto de Campos,2105005,Maranhão
2016,1.2401969933662833,Humberto de Campos,2105005,Maranhão
2017,4.496915179689285,Humberto de Campos,2105005,Maranhão
2018,10.448369364199953,Humberto de Campos,2105005,Maranhão
2019,3.4826553520157204,Humberto de Campos,2105005,Maranhão
2020,3.8800396720081713,Humberto de Campos,2105005,Maranhão
2021,5.59587666947878,Humberto de Campos,2105005,Maranhão
2022,7.533308036398821,Humberto de Campos,2105005,Maranhão
2023,8.36916498439464,Humberto de Campos,2105005,Maranhão
2000,1.880476097182937,Icatu,2105104,Maranhão
2001,0.23375729045960075,Icatu,2105104,Maranhão
2002,0.23375729045960075,Icatu,2105104,Maranhão
2003,0.701163809755648,Icatu,2105104,Maranhão
2004,0.701163809755648,Icatu,2105104,Maranhão
2005,0.4925645615910538,Icatu,2105104,Maranhão
2006,0.4925645615910538,Icatu,2105104,Maranhão
2007,0.19032294116012846,Icatu,2105104,Maranhão
2008,0.19032294116012846,Icatu,2105104,Maranhão
2009,0.5731351722857266,Icatu,2105104,Maranhão
2010,0.5731351722857266,Icatu,2105104,Maranhão
2011,0.05305199309625454,Icatu,2105104,Maranhão
2012,0.05305199309625454,Icatu,2105104,Maranhão
2013,0.015288684328821326,Icatu,2105104,Maranhão
2014,1.084941833268841,Icatu,2105104,Maranhão
2015,0,Icatu,2105104,Maranhão
2016,0.041995194824960176,Icatu,2105104,Maranhão
2017,0.01138868948168008,Icatu,2105104,Maranhão
2018,0.3740920669622268,Icatu,2105104,Maranhão
2019,0.03403107804160285,Icatu,2105104,Maranhão
2020,0.15884444193767502,Icatu,2105104,Maranhão
2021,0.45792068175036615,Icatu,2105104,Maranhão
2022,0.15646234150616986,Icatu,2105104,Maranhão
2023,0.34189991176984647,Icatu,2105104,Maranhão
2000,341.831985675869,Igarapé Grande,2105203,Maranhão
2001,0,Igarapé Grande,2105203,Maranhão
2002,0,Igarapé Grande,2105203,Maranhão
2003,0,Igarapé Grande,2105203,Maranhão
2004,0,Igarapé Grande,2105203,Maranhão
2005,0,Igarapé Grande,2105203,Maranhão
2006,0,Igarapé Grande,2105203,Maranhão
2007,0,Igarapé Grande,2105203,Maranhão
2008,0,Igarapé Grande,2105203,Maranhão
2009,0,Igarapé Grande,2105203,Maranhão
2010,0,Igarapé Grande,2105203,Maranhão
2011,0,Igarapé Grande,2105203,Maranhão
2012,0,Igarapé Grande,2105203,Maranhão
